word,pre_ai_mean,post_ai_mean,diff,abs_diff
allegedly,0.0044204242778198176,0.0007596700436992379,-0.0036607542341205797,0.0036607542341205797
allen,0.0017235735353042438,0.0001676550011696821,-0.0015559185341345618,0.0015559185341345618
alliance,0.002054150342773696,0.0019477645373768761,-0.00010638580539681984,0.00010638580539681984
allies,0.0014587643111522253,0.0014204224320472872,-3.834187910493805e-05,3.834187910493805e-05
allow,0.00525178804925828,0.001977512061896928,-0.003274275987361352,0.003274275987361352
allowed,0.003996479658618083,0.002692538520455108,-0.0013039411381629749,0.0013039411381629749
allowing,0.0031324946758369008,0.0019228849206470613,-0.0012096097551898394,0.0012096097551898394
allows,0.001730907772309514,0.0013917681437591739,-0.00033913962855034005,0.00033913962855034005
alongside,0.0010904776167240055,0.003585680635571983,0.0024952030188479775,0.0024952030188479775
alphabet,0.000720944622404386,0.0017870063896794192,0.001066061767275033,0.001066061767275033
alternative,0.0025921935078387776,0.003321835885241849,0.0007296423774030714,0.0007296423774030714
alternatives,0.002333732991977488,0.00018912455076179401,-0.002144608441215694,0.002144608441215694
amazing,0.0019043864704603169,0.0017667131408078299,-0.000137673329652487,0.000137673329652487
amber,0.0005155971291003847,0.0023592661207369374,0.0018436689916365527,0.0018436689916365527
ambitious,0.001938054719028235,0.0009126840998971645,-0.0010253706191310705,0.0010253706191310705
amended,0.0018655989269403598,0.00293512653675065,0.0010695276098102904,0.0010695276098102904
america,0.006270839652484986,0.002550459635770362,-0.0037203800167146237,0.0037203800167146237
american,0.0054974838357801,0.006007735742625395,0.0005102519068452957,0.0005102519068452957
american airlines,0.0,0.0018012601562901367,0.0018012601562901367,0.0018012601562901367
americans,0.00302701331343446,0.002048974327828996,-0.000978038985605464,0.000978038985605464
amid,0.002947346994604824,0.00673785346137496,0.0037905064667701363,0.0037905064667701363
amp,0.005899258911129681,0.0036353825292924154,-0.002263876381837266,0.002263876381837266
analysis,0.003788807489093631,0.0023351841644504733,-0.0014536233246431577,0.0014536233246431577
analyst,0.0019512442189320316,0.0009236611410025166,-0.001027583077929515,0.001027583077929515
analysts,0.0008953941884712545,0.0027574818854991245,0.00186208769702787,0.00186208769702787
andrew,0.002835594476634031,0.0019629966743100664,-0.0008725978023239648,0.0008725978023239648
andy,0.001145923874208962,0.0013638246666293186,0.00021790079242035658,0.00021790079242035658
angeles,0.0012363903792977646,0.0044457561106864925,0.003209365731388728,0.003209365731388728
anger,0.002428365380577778,0.001389184070227844,-0.001039181310349934,0.001039181310349934
angle,0.0012837055907544152,0.00031924602177159784,-0.0009644595689828174,0.0009644595689828174
angry,0.0030641492480865035,0.0005873892152118464,-0.002476760032874657,0.002476760032874657
anne,0.0018257023477006116,0.0014837829362901196,-0.00034191941141049204,0.00034191941141049204
announce,0.0012888785022539958,0.0016342214457739613,0.0003453429435199655,0.0003453429435199655
announced,0.005241977075822596,0.005190955600933952,-5.1021474888644086e-05,5.1021474888644086e-05
announcement,0.0033260939148957915,0.0014823361480152215,-0.00184375776688057,0.00184375776688057
announcing,0.0023452028189711632,0.0010932193704802813,-0.001251983448490882,0.001251983448490882
annual,0.005931115148048939,0.002824843856289077,-0.0031062712917598622,0.0031062712917598622
anonymous,0.0018869855104364321,0.0007813289217971729,-0.0011056565886392593,0.0011056565886392593
answer,0.003813396899381521,0.00183044625375195,-0.001982950645629571,0.001982950645629571
answers,0.0012003989954925578,0.0005154380449898249,-0.0006849609505027329,0.0006849609505027329
anti,0.004904700800549317,0.00308734206354871,-0.0018173587370006066,0.0018173587370006066
anxiety,0.001682842565675953,0.0013337947057372665,-0.00034904785993868656,0.00034904785993868656
apart,0.0028813493855416143,0.0014569465109882667,-0.0014244028745533477,0.0014244028745533477
apologise,0.0017715657802295044,0.0003505193329531707,-0.0014210464472763336,0.0014210464472763336
apologised,0.0008757735992482557,0.0025319404812454037,0.001656166881997148,0.001656166881997148
apologized,0.0008247948490416178,0.001387703333408767,0.0005629084843671492,0.0005629084843671492
apology,0.0007344075035489913,0.0009730043822929919,0.00023859687874400062,0.00023859687874400062
app,0.01447879291721327,0.00377805501811921,-0.01070073789909406,0.01070073789909406
apparent,0.0018006254348295746,0.0008328110805266331,-0.0009678143543029415,0.0009678143543029415
apparently,0.001989005406421179,0.001134892110601092,-0.000854113295820087,0.000854113295820087
appeal,0.003680402051995,0.00147778620398313,-0.00220261584801187,0.00220261584801187
appeals,0.0005375019895048368,0.001415787347035352,0.0008782853575305152,0.0008782853575305152
appear,0.0036707567912077008,0.001712032216953108,-0.001958724574254593,0.001958724574254593
appearance,0.002115914873966452,0.0019168000944367702,-0.00019911477952968193,0.00019911477952968193
